Projet	Titre du projet	Title Translated	Engagement de GdB (USD)	Descriptif	Agence de financement	Source de Financement	Région	Province	Commune	A l’Echelle National	Secteur	Sous-Secteur
BDI/000317	Egalité des chances et accès aux services de lutte contre les violences pour les femmes et filles en situation de Handicap	Equal opportunities and access to combating violence against women and girls in situations of Handicap			Handicap International France- ANC	ONG	Ouest; Centre-Est	Bujumbura Rural; Mairie de Bujumbura; Gitega	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Organisations et institutions pour l’égalité des femmes
BDI/000318	« Projet d’amélioration de la sécurité alimentaire dans les communes de Kayonkwe, Ndava et Nyabihanga (Province de Mwaro) au Burundi »	"Project to improve food security in the municipalities of Kayonkwe, Ndava and Nyabihanga (Province Mwaro) in Burundi"			Commission de l'Union Européenne	Commission de l'Union Européenne	Sud	Mwaro	Kayonkwe; Ndava; Nyabihanga	Non	AIDE-PROGRAMME ET AIDE SOUS FORME DE PRODUITS	Aide alimentaire à des fins de développement/aide à la sécurité alimentaire
BDI/000319	SOS Villages d'Enfants BURUNDI	SOS Children's Villages BURUNDI			SOS Kinderdorf International	ONG	Sud; Ouest; Centre-Est; Nord	Muyinga; Rutana; Mairie de Bujumbura; Gitega; Cibitoke	Non spécifié	Non	Non affectés; AIDE HUMANITAIRE; SANTE	Non affectés; Intervention d’urgence; Santé, général
BDI/000320	Moyens d'Existence Durables	Sustainable Livelihoods			Concern Worldwide	ONG	Ouest	Cibitoke	Mabayi; Mugina	Non	AIDE HUMANITAIRE	Intervention d’urgence
BDI/000321	Santé et Nutrition	Health and Nutrition			Concern Worldwide	ONG	Ouest	Cibitoke	Non spécifié	Non	SANTE	Santé de base
BDI/000322	Education	Education			Concern Worldwide	ONG	Ouest	Cibitoke	Non spécifié	Non	EDUCATION	Éducation de base
BDI/000323	SSR Iintegrated Unit (CORE)	SSR Iintegrated Unit (CORE)			Programme des Nations Unies pour le Développement	Nations Unies	Non spécifié	Non spécifié	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Prévention et règlement des conflits, paix et sécurité
BDI/000324	Cantine scolaire	Cantine scolaire			Feed The Houngry(USA)	ONG	Sud; Centre-Est	Rutana; Gitega	Non spécifié	Non	AIDE-PROGRAMME ET AIDE SOUS FORME DE PRODUITS	Aide alimentaire à des fins de développement/aide à la sécurité alimentaire
BDI/000325	CRIB: Children rescue in Burundi	CRIB: Children rescue in Burundi			WER UK	ONG	Ouest	Mairie de Bujumbura	Non spécifié	Non	AIDE HUMANITAIRE	Intervention d’urgence
BDI/000326	PDCI: Programme de Développement communautaire intégré	IBD: Integrated Community Development Programme			WER UK	ONG	Sud; Centre-Est	Mwaro; Gitega	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000327	Ecole king's School	Ecole king's School			African Reval Ministry; Canadian International Development Agency (CIDA)	Canada; ONG	Ouest	Mairie de Bujumbura	Non spécifié	Non	EDUCATION	Éducation de base; Éducation secondaire
BDI/000328	Ecole Himbaza	Cole Himbaza			African Reval Ministry; Irlande	Irlande; ONG	Ouest	Mairie de Bujumbura	Non spécifié	Non	EDUCATION	Éducation de base
BDI/000329	ACVS: Action Chrétienne auprès des personnes vivant avec le SIDA	ACVS: Christian Action for people living with AIDS			Belgique	Belgique	Ouest; Centre-Est; Nord	Ngozi; Bujumbura Rural; Mairie de Bujumbura; Gitega	Non spécifié	Non	SANTE	Santé, général
BDI/000330	Centre de santé de GITEGA	Health center in Gitega			African Reval Ministry; WER UK	ONG	Centre-Est	Gitega	Non spécifié	Non	SANTE	Santé, général
BDI/000331	CMCC Jabe & Rohero	CMCC Jabe & Rohero			African Reval Ministry; WER UK	ONG	Ouest	Mairie de Bujumbura	Non spécifié	Non	SANTE	Santé, général
BDI/000332	Operation de l'Office de l'Haut Commissaire aux droits de l'homme au Burundi	Operation of the Office of the High Commissioner for Human Rights in Burundi			Office du Haut Commissaire des Nations Unies pour les Droits de l'Homme	Nations Unies	Non spécifié	Non spécifié	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000333	Projet de Facilitation du Commerce Régional	Project of the Regional Trade Facilitation			Banque Mondiale	Banque mondiale	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	POLITIQUE COMMERCIALE ET REGLEMENTATIONS	Facilitation du commerce
BDI/000334	Renforcement des Capacités Nationales en Statistiques (SNDS)	Strengthening National Capacity Statistics (NSDS)			Banque Mondiale	Banque mondiale	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000335	Réforme et Modernisation du Code et des Accords Miniers au Burundi	Reform and Modernization of the Code and Agreements Mining in Burundi			Banque Mondiale	Banque mondiale	Non spécifié	Non spécifié	Non spécifié	Non	INDUSTRIES EXTRACTIVES	Politique de l’industrie extractive et gestion administrative
BDI/000336	Projet d'Urgence de Démobilisation et de Réinsertion Transitoire (PUDRT)	Emergency Project Transitional Demobilization and Reintegration (PUDRT)			Banque Mondiale; Fonds Fudiciaires Multidonneurs	Banque mondiale	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000337	NI ABACU	IS ABACU			Ministère des Affaires Etrangères Norvégienne	Norvège	Ouest	Mairie de Bujumbura	Non spécifié	Non	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Autres multi secteurs
BDI/000338	Gouvernance Démocratique	Democratic Governance			Programme des Nations Unies pour le Développement	Nations Unies	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000339	INKINGI	INKINGI			Youth Hope Foundation	ONG	Nord	Ngozi	Non spécifié	Non	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Autres multi secteurs
BDI/000340	CIUK PPA Peace Clubs	CIUK PPA Peace Clubs			DFLD	ONG	Centre-Est; Nord	Ngozi; Gitega	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Renforcement de la société civile
BDI/000341	Prévenir les changements climatiques et les catastrophes naturelles	Prevent climate change and natural disasters			Programme des Nations Unies pour le Développement	Nations Unies	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Protection de l’environnement, généralupdate amp_sector set name=
BDI/000342	Gouvernance locale et sécuritaire	Local governance and security			Programme des Nations Unies pour le Développement	Nations Unies	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gestion et réforme des systèmes de sécurité
BDI/000343	Accès aux services sociaux de base de qualité	Access to basic social services quality			Programme des Nations Unies pour le Développement	Nations Unies	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Autres multi secteurs
BDI/000344	Entreprenariat local et création d’emplois	Local entrepreneurship and job creation			Programme des Nations Unies pour le Développement	Nations Unies	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	POLITIQUE COMMERCIALE ET REGLEMENTATIONS	Politique commerciale et gestion administrative
BDI/000345	Programme d'intégration régionale	Regional integration agenda			Programme des Nations Unies pour le Développement	Nations Unies	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000346	SASAGAZA	SASAGAZA			United States Agency for International Development	États Unis d'Amérique	Centre-Est	Gitega	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Prévention et règlement des conflits, paix et sécurité
BDI/000347	NTUNKUMIRE	NTUNKUMIRE			Pays Bas	Pays-Bas	Nord	Muyinga; Ngozi	Non spécifié	Non	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Aide plurisectorielle
BDI/000348	Construction de la clôture de l'Aéroport International de Bujumbura	Construction of the fence of the Bujumbura International Airport			Belgique	Belgique	Ouest	Bujumbura Rural	Non spécifié	Non	TRANSPORTS ET ENTREPOSAGE	Transport aérien
BDI/000349	Appui à la réintégration et au Relèvement communautaire	Reintegration Support and Community Recovery			Fonds des Nations Unies pour la Consolidation de la Paix (FNUCP)); Programme des Nations Unies pour le Développement	Nations Unies	Ouest	Bubanza; Bujumbura Rural; Cibitoke	Non spécifié	Non	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Autres multi secteurs
BDI/000350	Appui au secteur du Tourisme	Support the Tourism sector			Programme des Nations Unies pour le Développement	Nations Unies	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	TOURISME	Politique du tourisme et gestion administrative
BDI/000351	Emergency basket Fund	Emergency basket Fund			Fonds des Nations Unies pour la Consolidation de la Paix (FNUCP)); Swiss Agency for Development and Cooperation (SDC)	Nations Unies; Suisse	Non spécifié	Non spécifié	Non spécifié	Non	AIDE HUMANITAIRE	Assistance matérielle et services d’urgence
BDI/000352	Women elections	Women elections			Programme des Nations Unies pour le Développement	Nations Unies	Non spécifié	Non spécifié	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Droits de la personne
BDI/000353	National identity cards	National identity cards			Programme des Nations Unies pour le Développement; Swiss Agency for Development and Cooperation (SDC)	Nations Unies; Suisse	Non spécifié	Non spécifié	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000354	BCPR Support to National Reforms	BCPR Support to National Reforms			Programme des Nations Unies pour le Développement	Nations Unies	Non spécifié	Non spécifié	Non spécifié	Non	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Autres multi secteurs
BDI/000355	DUSHIGIKIRANE	DUSHIGIKIRANE			HAWARD G.BUFFET FONDATION	ONG	Ouest	Bujumbura Rural	Non spécifié	Non	DESTINATION  PLURI-SECTO-RIELLE OU TRANSVERSALE	Autres multi secteurs
BDI/000356	INABIGEGA	INABIGEGA			Commission de l'Union Européenne	Commission de l'Union Européenne	Nord	Muyinga	Non spécifié	Non	AGRICULTURE	Développement agricole
BDI/000357	LAGAFA	LAGAFA			Commission de l'Union Européenne	Commission de l'Union Européenne	Ouest; Centre-Est; Nord	Muyinga; Ngozi; Bubanza; Kirundo; Bujumbura Rural; Mairie de Bujumbura; Gitega	Non spécifié	Non	GOUVERNEMENT ET SOCIETE CIVILE	Gouvernement et société civile, général
BDI/000358	Projet de Productivité et de Développement des Marchés Agricoles au Burundi (PPF: PRODEMA)	Productivity and Project Development of Agricultural Markets in Burundi (PPF: PRODEMA)			Banque Mondiale	Banque mondiale	Sud; Ouest; Centre-Est; Nord	Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bururi; Makamba	Non spécifié	Non	AGRICULTURE	Services agricoles
BDI/000359	Projet Multisectoriel d'Infrastructures Eau et Électricité (PMIEE-REGIDESO)	Multi-sectoral Project Infrastructure Water and Electricity (PMIEE-REGIDESO)			Banque Mondiale; Pays Bas	Banque mondiale; Pays-Bas	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	DISTRIBUTION D’EAU ET ASSAINISSEMENT; PRODUCTION ET DISTRIBUTION D’ENERGIE	Centrales et barrages hydroélectriques; Distribution d’eau potable de base et assainissement de base
BDI/000360	Projet de Travaux Publics et de Gestion Urbaine (PTPGU)	Draft Public Works and Urban Management (PTPGU)	700000		Banque Mondiale	Banque mondiale	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	INFRASTRUCTURE ET SERVICES SOCIAUX DIVERS	Aide plurisectorielle pour les services sociaux de base
BDI/000361	Projet de Développement des Secteurs Financier et Privé	Development Project Finance and Private Sectors			Banque Mondiale	Banque mondiale	Sud; Ouest; Centre-Est; Nord	Kayanza; Muyinga; Ngozi; Cankuzo; Bubanza; Rutana; Mwaro; Kirundo; Muramvya; Bujumbura Rural; Mairie de Bujumbura; Ruyigi; Bururi; Makamba; Gitega; Cibitoke; Karuzi	Non spécifié	Oui	BANQUES ET SERVICES FINANCIERS	Intermédiaires financiers du secteur informel et semi formel
